eo_maintanance_job_code,eo_code,eo_description,maintanance_name,interval_motohours,"dowtime_plan, hours",avearage_day_operation_hours,last_maintanance_date
100000093124_730E-8_ТО6-2500,100000093124,ДВС QSK50 №33210861,ТО6-2500,2500,19,23.5,
100000093124_730E-8_ТО7-4000,100000093124,ДВС QSK50 №33210861,ТО7-4000,4000,"19,5",23.5,
100000093124_730E-8_ТО8-5000,100000093124,ДВС QSK50 №33210861,ТО8-5000,5000,20,23.5,
100000093124_730E-8_ТО9-8000,100000093124,ДВС QSK50 №33210861,ТО9-8000,8000,23,23.5,
100000093124_730E-8_ТО10-10000,100000093124,ДВС QSK50 №33210861,ТО10-10000,10000,24,23.5,
100000093124_730E-8_ТР,100000093124,ДВС QSK50 №33210861,ТР,660,50,23.5,
100000093124_730E-8_Кдвс (Замена),100000093124,ДВС QSK50 №33210861,Кдвс (Замена),22000,168,23.5,
100000093124_730E-8_Кген(Замена),100000093124,ДВС QSK50 №33210861,Кген(Замена),19000,120,23.5,
100000093124_730E-8_Кмк (Замена),100000093124,ДВС QSK50 №33210861,Кмк (Замена),22000,96,23.5,
100000093124_730E-8_ТРмо (Замена),100000093124,ДВС QSK50 №33210861,ТРмо (Замена),16000,24,23.5,
100000093124_730E-8_ТР Подвески,100000093124,ДВС QSK50 №33210861,ТР Подвески,1800,144,23.5,
100000093124_730E-8_СВч (частичная футеровка),100000093124,ДВС QSK50 №33210861,СВч (частичная футеровка),2000,24,23.5,
100000093124_730E-8_СВп (полная футеровка),100000093124,ДВС QSK50 №33210861,СВп (полная футеровка),10000,36,23.5,
100000084405_730E-8_EO,100000084405,Самосвал карьерный 730E-8 №22,ЕТО,24,"0,3",23.5,
100000084405_730E-8_ТО1-250,100000084405,Самосвал карьерный 730E-8 №22,ТО1-250,250,"1,2",23.5,
100000084405_730E-8_ТО2-500,100000084405,Самосвал карьерный 730E-8 №22,ТО2-500,500,11,23.5,
100000084405_730E-8_ТО3-1000,100000084405,Самосвал карьерный 730E-8 №22,ТО3-1000,1000,12,23.5,
100000084405_730E-8_ТО4-1500,100000084405,Самосвал карьерный 730E-8 №22,ТО4-1500,1500,13,23.5,
100000084405_730E-8_ТО5-2000,100000084405,Самосвал карьерный 730E-8 №22,ТО5-2000,2000,14,23.5,
100000084405_730E-8_ТО6-2500,100000084405,Самосвал карьерный 730E-8 №22,ТО6-2500,2500,19,23.5,
100000084405_730E-8_ТО7-4000,100000084405,Самосвал карьерный 730E-8 №22,ТО7-4000,4000,"19,5",23.5,
100000084405_730E-8_ТО8-5000,100000084405,Самосвал карьерный 730E-8 №22,ТО8-5000,5000,20,23.5,
100000084405_730E-8_ТО9-8000,100000084405,Самосвал карьерный 730E-8 №22,ТО9-8000,8000,23,23.5,
100000084405_730E-8_ТО10-10000,100000084405,Самосвал карьерный 730E-8 №22,ТО10-10000,10000,24,23.5,
100000084405_730E-8_ТР,100000084405,Самосвал карьерный 730E-8 №22,ТР,660,50,23.5,
100000084405_730E-8_Кдвс (Замена),100000084405,Самосвал карьерный 730E-8 №22,Кдвс (Замена),22000,168,23.5,
100000084405_730E-8_Кген(Замена),100000084405,Самосвал карьерный 730E-8 №22,Кген(Замена),19000,120,23.5,
100000084405_730E-8_Кмк (Замена),100000084405,Самосвал карьерный 730E-8 №22,Кмк (Замена),22000,96,23.5,
100000084405_730E-8_ТРмо (Замена),100000084405,Самосвал карьерный 730E-8 №22,ТРмо (Замена),16000,24,23.5,
100000084405_730E-8_ТР Подвески,100000084405,Самосвал карьерный 730E-8 №22,ТР Подвески,1800,144,23.5,
100000084405_730E-8_СВч (частичная футеровка),100000084405,Самосвал карьерный 730E-8 №22,СВч (частичная футеровка),2000,24,23.5,
100000084405_730E-8_СВп (полная футеровка),100000084405,Самосвал карьерный 730E-8 №22,СВп (полная футеровка),10000,36,23.5,
100000084406_730E-8_EO,100000084406,Самосвал карьерный 730E-8 №23,ЕТО,24,"0,3",23.5,
100000084406_730E-8_ТО1-250,100000084406,Самосвал карьерный 730E-8 №23,ТО1-250,250,"1,2",23.5,
100000084406_730E-8_ТО2-500,100000084406,Самосвал карьерный 730E-8 №23,ТО2-500,500,11,23.5,
100000084406_730E-8_ТО3-1000,100000084406,Самосвал карьерный 730E-8 №23,ТО3-1000,1000,12,23.5,
100000084406_730E-8_ТО4-1500,100000084406,Самосвал карьерный 730E-8 №23,ТО4-1500,1500,13,23.5,
100000084406_730E-8_ТО5-2000,100000084406,Самосвал карьерный 730E-8 №23,ТО5-2000,2000,14,23.5,
100000084406_730E-8_ТО6-2500,100000084406,Самосвал карьерный 730E-8 №23,ТО6-2500,2500,19,23.5,
100000084406_730E-8_ТО7-4000,100000084406,Самосвал карьерный 730E-8 №23,ТО7-4000,4000,"19,5",23.5,
100000084406_730E-8_ТО8-5000,100000084406,Самосвал карьерный 730E-8 №23,ТО8-5000,5000,20,23.5,
100000084406_730E-8_ТО9-8000,100000084406,Самосвал карьерный 730E-8 №23,ТО9-8000,8000,23,23.5,
100000084406_730E-8_ТО10-10000,100000084406,Самосвал карьерный 730E-8 №23,ТО10-10000,10000,24,23.5,
100000084406_730E-8_ТР,100000084406,Самосвал карьерный 730E-8 №23,ТР,660,50,23.5,
100000084406_730E-8_Кдвс (Замена),100000084406,Самосвал карьерный 730E-8 №23,Кдвс (Замена),22000,168,23.5,
100000084406_730E-8_Кген(Замена),100000084406,Самосвал карьерный 730E-8 №23,Кген(Замена),19000,120,23.5,
100000084406_730E-8_Кмк (Замена),100000084406,Самосвал карьерный 730E-8 №23,Кмк (Замена),22000,96,23.5,
100000084406_730E-8_ТРмо (Замена),100000084406,Самосвал карьерный 730E-8 №23,ТРмо (Замена),16000,24,23.5,
100000084406_730E-8_ТР Подвески,100000084406,Самосвал карьерный 730E-8 №23,ТР Подвески,1800,144,23.5,
100000084406_730E-8_СВч (частичная футеровка),100000084406,Самосвал карьерный 730E-8 №23,СВч (частичная футеровка),2000,24,23.5,
100000084406_730E-8_СВп (полная футеровка),100000084406,Самосвал карьерный 730E-8 №23,СВп (полная футеровка),10000,36,23.5,
100000084407_730E-8_EO,100000084407,Самосвал карьерный 730E-8 №24,ЕТО,24,"0,3",23.5,
100000084407_730E-8_ТО1-250,100000084407,Самосвал карьерный 730E-8 №24,ТО1-250,250,"1,2",23.5,
100000084407_730E-8_ТО2-500,100000084407,Самосвал карьерный 730E-8 №24,ТО2-500,500,11,23.5,
100000084407_730E-8_ТО3-1000,100000084407,Самосвал карьерный 730E-8 №24,ТО3-1000,1000,12,23.5,
100000084407_730E-8_ТО4-1500,100000084407,Самосвал карьерный 730E-8 №24,ТО4-1500,1500,13,23.5,
100000084407_730E-8_ТО5-2000,100000084407,Самосвал карьерный 730E-8 №24,ТО5-2000,2000,14,23.5,
100000084407_730E-8_ТО6-2500,100000084407,Самосвал карьерный 730E-8 №24,ТО6-2500,2500,19,23.5,
100000084407_730E-8_ТО7-4000,100000084407,Самосвал карьерный 730E-8 №24,ТО7-4000,4000,"19,5",23.5,
100000084407_730E-8_ТО8-5000,100000084407,Самосвал карьерный 730E-8 №24,ТО8-5000,5000,20,23.5,
100000084407_730E-8_ТО9-8000,100000084407,Самосвал карьерный 730E-8 №24,ТО9-8000,8000,23,23.5,
100000084407_730E-8_ТО10-10000,100000084407,Самосвал карьерный 730E-8 №24,ТО10-10000,10000,24,23.5,
100000084407_730E-8_ТР,100000084407,Самосвал карьерный 730E-8 №24,ТР,660,50,23.5,
100000084407_730E-8_Кдвс (Замена),100000084407,Самосвал карьерный 730E-8 №24,Кдвс (Замена),22000,168,23.5,
100000084407_730E-8_Кген(Замена),100000084407,Самосвал карьерный 730E-8 №24,Кген(Замена),19000,120,23.5,
100000084407_730E-8_Кмк (Замена),100000084407,Самосвал карьерный 730E-8 №24,Кмк (Замена),22000,96,23.5,
100000084407_730E-8_ТРмо (Замена),100000084407,Самосвал карьерный 730E-8 №24,ТРмо (Замена),16000,24,23.5,
100000084407_730E-8_ТР Подвески,100000084407,Самосвал карьерный 730E-8 №24,ТР Подвески,1800,144,23.5,
100000084407_730E-8_СВч (частичная футеровка),100000084407,Самосвал карьерный 730E-8 №24,СВч (частичная футеровка),2000,24,23.5,
100000084407_730E-8_СВп (полная футеровка),100000084407,Самосвал карьерный 730E-8 №24,СВп (полная футеровка),10000,36,23.5,
100000084408_730E-8_EO,100000084408,Самосвал карьерный 730E-8 №25,ЕТО,24,"0,3",23.5,
100000084408_730E-8_ТО1-250,100000084408,Самосвал карьерный 730E-8 №25,ТО1-250,250,"1,2",23.5,
100000084408_730E-8_ТО2-500,100000084408,Самосвал карьерный 730E-8 №25,ТО2-500,500,11,23.5,
100000084408_730E-8_ТО3-1000,100000084408,Самосвал карьерный 730E-8 №25,ТО3-1000,1000,12,23.5,
100000084408_730E-8_ТО4-1500,100000084408,Самосвал карьерный 730E-8 №25,ТО4-1500,1500,13,23.5,
100000084408_730E-8_ТО5-2000,100000084408,Самосвал карьерный 730E-8 №25,ТО5-2000,2000,14,23.5,
100000084408_730E-8_ТО6-2500,100000084408,Самосвал карьерный 730E-8 №25,ТО6-2500,2500,19,23.5,
100000084408_730E-8_ТО7-4000,100000084408,Самосвал карьерный 730E-8 №25,ТО7-4000,4000,"19,5",23.5,
100000084408_730E-8_ТО8-5000,100000084408,Самосвал карьерный 730E-8 №25,ТО8-5000,5000,20,23.5,
100000084408_730E-8_ТО9-8000,100000084408,Самосвал карьерный 730E-8 №25,ТО9-8000,8000,23,23.5,
100000084408_730E-8_ТО10-10000,100000084408,Самосвал карьерный 730E-8 №25,ТО10-10000,10000,24,23.5,
100000084408_730E-8_ТР,100000084408,Самосвал карьерный 730E-8 №25,ТР,660,50,23.5,
100000084408_730E-8_Кдвс (Замена),100000084408,Самосвал карьерный 730E-8 №25,Кдвс (Замена),22000,168,23.5,
100000084408_730E-8_Кген(Замена),100000084408,Самосвал карьерный 730E-8 №25,Кген(Замена),19000,120,23.5,
100000084408_730E-8_Кмк (Замена),100000084408,Самосвал карьерный 730E-8 №25,Кмк (Замена),22000,96,23.5,
100000084408_730E-8_ТРмо (Замена),100000084408,Самосвал карьерный 730E-8 №25,ТРмо (Замена),16000,24,23.5,
100000084408_730E-8_ТР Подвески,100000084408,Самосвал карьерный 730E-8 №25,ТР Подвески,1800,144,23.5,
100000084408_730E-8_СВч (частичная футеровка),100000084408,Самосвал карьерный 730E-8 №25,СВч (частичная футеровка),2000,24,23.5,
100000084408_730E-8_СВп (полная футеровка),100000084408,Самосвал карьерный 730E-8 №25,СВп (полная футеровка),10000,36,23.5,
100000084409_730E-8_EO,100000084409,Самосвал карьерный 730E-8 №26,ЕТО,24,"0,3",23.5,
100000084409_730E-8_ТО1-250,100000084409,Самосвал карьерный 730E-8 №26,ТО1-250,250,"1,2",23.5,
100000084409_730E-8_ТО2-500,100000084409,Самосвал карьерный 730E-8 №26,ТО2-500,500,11,23.5,
100000084409_730E-8_ТО3-1000,100000084409,Самосвал карьерный 730E-8 №26,ТО3-1000,1000,12,23.5,
100000084409_730E-8_ТО4-1500,100000084409,Самосвал карьерный 730E-8 №26,ТО4-1500,1500,13,23.5,
100000084409_730E-8_ТО5-2000,100000084409,Самосвал карьерный 730E-8 №26,ТО5-2000,2000,14,23.5,
100000084409_730E-8_ТО6-2500,100000084409,Самосвал карьерный 730E-8 №26,ТО6-2500,2500,19,23.5,
100000084409_730E-8_ТО7-4000,100000084409,Самосвал карьерный 730E-8 №26,ТО7-4000,4000,"19,5",23.5,
100000084409_730E-8_ТО8-5000,100000084409,Самосвал карьерный 730E-8 №26,ТО8-5000,5000,20,23.5,
100000084409_730E-8_ТО9-8000,100000084409,Самосвал карьерный 730E-8 №26,ТО9-8000,8000,23,23.5,
100000084409_730E-8_ТО10-10000,100000084409,Самосвал карьерный 730E-8 №26,ТО10-10000,10000,24,23.5,
100000084409_730E-8_ТР,100000084409,Самосвал карьерный 730E-8 №26,ТР,660,50,23.5,
100000084409_730E-8_Кдвс (Замена),100000084409,Самосвал карьерный 730E-8 №26,Кдвс (Замена),22000,168,23.5,
100000084409_730E-8_Кген(Замена),100000084409,Самосвал карьерный 730E-8 №26,Кген(Замена),19000,120,23.5,
100000084409_730E-8_Кмк (Замена),100000084409,Самосвал карьерный 730E-8 №26,Кмк (Замена),22000,96,23.5,
100000084409_730E-8_ТРмо (Замена),100000084409,Самосвал карьерный 730E-8 №26,ТРмо (Замена),16000,24,23.5,
100000084409_730E-8_ТР Подвески,100000084409,Самосвал карьерный 730E-8 №26,ТР Подвески,1800,144,23.5,
100000084409_730E-8_СВч (частичная футеровка),100000084409,Самосвал карьерный 730E-8 №26,СВч (частичная футеровка),2000,24,23.5,
100000084409_730E-8_СВп (полная футеровка),100000084409,Самосвал карьерный 730E-8 №26,СВп (полная футеровка),10000,36,23.5,
100000084410_730E-8_EO,100000084410,Самосвал карьерный 730E-8 №27,ЕТО,24,"0,3",23.5,
100000084410_730E-8_ТО1-250,100000084410,Самосвал карьерный 730E-8 №27,ТО1-250,250,"1,2",23.5,
100000084410_730E-8_ТО2-500,100000084410,Самосвал карьерный 730E-8 №27,ТО2-500,500,11,23.5,
100000084410_730E-8_ТО3-1000,100000084410,Самосвал карьерный 730E-8 №27,ТО3-1000,1000,12,23.5,
100000084410_730E-8_ТО4-1500,100000084410,Самосвал карьерный 730E-8 №27,ТО4-1500,1500,13,23.5,
100000084410_730E-8_ТО5-2000,100000084410,Самосвал карьерный 730E-8 №27,ТО5-2000,2000,14,23.5,
100000084410_730E-8_ТО6-2500,100000084410,Самосвал карьерный 730E-8 №27,ТО6-2500,2500,19,23.5,
100000084410_730E-8_ТО7-4000,100000084410,Самосвал карьерный 730E-8 №27,ТО7-4000,4000,"19,5",23.5,
100000084410_730E-8_ТО8-5000,100000084410,Самосвал карьерный 730E-8 №27,ТО8-5000,5000,20,23.5,
100000084410_730E-8_ТО9-8000,100000084410,Самосвал карьерный 730E-8 №27,ТО9-8000,8000,23,23.5,
100000084410_730E-8_ТО10-10000,100000084410,Самосвал карьерный 730E-8 №27,ТО10-10000,10000,24,23.5,
100000084410_730E-8_ТР,100000084410,Самосвал карьерный 730E-8 №27,ТР,660,50,23.5,
100000084410_730E-8_Кдвс (Замена),100000084410,Самосвал карьерный 730E-8 №27,Кдвс (Замена),22000,168,23.5,
100000084410_730E-8_Кген(Замена),100000084410,Самосвал карьерный 730E-8 №27,Кген(Замена),19000,120,23.5,
100000084410_730E-8_Кмк (Замена),100000084410,Самосвал карьерный 730E-8 №27,Кмк (Замена),22000,96,23.5,
100000084410_730E-8_ТРмо (Замена),100000084410,Самосвал карьерный 730E-8 №27,ТРмо (Замена),16000,24,23.5,
100000084410_730E-8_ТР Подвески,100000084410,Самосвал карьерный 730E-8 №27,ТР Подвески,1800,144,23.5,
100000084410_730E-8_СВч (частичная футеровка),100000084410,Самосвал карьерный 730E-8 №27,СВч (частичная футеровка),2000,24,23.5,
100000084410_730E-8_СВп (полная футеровка),100000084410,Самосвал карьерный 730E-8 №27,СВп (полная футеровка),10000,36,23.5,
100000084411_730E-8_EO,100000084411,Самосвал карьерный 730E-8 №28,ЕТО,24,"0,3",23.5,
100000084411_730E-8_ТО1-250,100000084411,Самосвал карьерный 730E-8 №28,ТО1-250,250,"1,2",23.5,
100000084411_730E-8_ТО2-500,100000084411,Самосвал карьерный 730E-8 №28,ТО2-500,500,11,23.5,
100000084411_730E-8_ТО3-1000,100000084411,Самосвал карьерный 730E-8 №28,ТО3-1000,1000,12,23.5,
100000084411_730E-8_ТО4-1500,100000084411,Самосвал карьерный 730E-8 №28,ТО4-1500,1500,13,23.5,
100000084411_730E-8_ТО5-2000,100000084411,Самосвал карьерный 730E-8 №28,ТО5-2000,2000,14,23.5,
100000084411_730E-8_ТО6-2500,100000084411,Самосвал карьерный 730E-8 №28,ТО6-2500,2500,19,23.5,
100000084411_730E-8_ТО7-4000,100000084411,Самосвал карьерный 730E-8 №28,ТО7-4000,4000,"19,5",23.5,
100000084411_730E-8_ТО8-5000,100000084411,Самосвал карьерный 730E-8 №28,ТО8-5000,5000,20,23.5,
100000084411_730E-8_ТО9-8000,100000084411,Самосвал карьерный 730E-8 №28,ТО9-8000,8000,23,23.5,
100000084411_730E-8_ТО10-10000,100000084411,Самосвал карьерный 730E-8 №28,ТО10-10000,10000,24,23.5,
100000084411_730E-8_ТР,100000084411,Самосвал карьерный 730E-8 №28,ТР,660,50,23.5,
100000084411_730E-8_Кдвс (Замена),100000084411,Самосвал карьерный 730E-8 №28,Кдвс (Замена),22000,168,23.5,
100000084411_730E-8_Кген(Замена),100000084411,Самосвал карьерный 730E-8 №28,Кген(Замена),19000,120,23.5,
100000084411_730E-8_Кмк (Замена),100000084411,Самосвал карьерный 730E-8 №28,Кмк (Замена),22000,96,23.5,
100000084411_730E-8_ТРмо (Замена),100000084411,Самосвал карьерный 730E-8 №28,ТРмо (Замена),16000,24,23.5,
100000084411_730E-8_ТР Подвески,100000084411,Самосвал карьерный 730E-8 №28,ТР Подвески,1800,144,23.5,
100000084411_730E-8_СВч (частичная футеровка),100000084411,Самосвал карьерный 730E-8 №28,СВч (частичная футеровка),2000,24,23.5,
100000084411_730E-8_СВп (полная футеровка),100000084411,Самосвал карьерный 730E-8 №28,СВп (полная футеровка),10000,36,23.5,
100000084412_730E-8_EO,100000084412,Самосвал карьерный 730E-8 №29,ЕТО,24,"0,3",23.5,
100000084412_730E-8_ТО1-250,100000084412,Самосвал карьерный 730E-8 №29,ТО1-250,250,"1,2",23.5,
100000084412_730E-8_ТО2-500,100000084412,Самосвал карьерный 730E-8 №29,ТО2-500,500,11,23.5,
100000084412_730E-8_ТО3-1000,100000084412,Самосвал карьерный 730E-8 №29,ТО3-1000,1000,12,23.5,
100000084412_730E-8_ТО4-1500,100000084412,Самосвал карьерный 730E-8 №29,ТО4-1500,1500,13,23.5,
100000084412_730E-8_ТО5-2000,100000084412,Самосвал карьерный 730E-8 №29,ТО5-2000,2000,14,23.5,
100000084412_730E-8_ТО6-2500,100000084412,Самосвал карьерный 730E-8 №29,ТО6-2500,2500,19,23.5,
100000084412_730E-8_ТО7-4000,100000084412,Самосвал карьерный 730E-8 №29,ТО7-4000,4000,"19,5",23.5,
100000084412_730E-8_ТО8-5000,100000084412,Самосвал карьерный 730E-8 №29,ТО8-5000,5000,20,23.5,
100000084412_730E-8_ТО9-8000,100000084412,Самосвал карьерный 730E-8 №29,ТО9-8000,8000,23,23.5,
100000084412_730E-8_ТО10-10000,100000084412,Самосвал карьерный 730E-8 №29,ТО10-10000,10000,24,23.5,
100000084412_730E-8_ТР,100000084412,Самосвал карьерный 730E-8 №29,ТР,660,50,23.5,
100000084412_730E-8_Кдвс (Замена),100000084412,Самосвал карьерный 730E-8 №29,Кдвс (Замена),22000,168,23.5,
100000084412_730E-8_Кген(Замена),100000084412,Самосвал карьерный 730E-8 №29,Кген(Замена),19000,120,23.5,
100000084412_730E-8_Кмк (Замена),100000084412,Самосвал карьерный 730E-8 №29,Кмк (Замена),22000,96,23.5,
100000084412_730E-8_ТРмо (Замена),100000084412,Самосвал карьерный 730E-8 №29,ТРмо (Замена),16000,24,23.5,
100000084412_730E-8_ТР Подвески,100000084412,Самосвал карьерный 730E-8 №29,ТР Подвески,1800,144,23.5,
100000084412_730E-8_СВч (частичная футеровка),100000084412,Самосвал карьерный 730E-8 №29,СВч (частичная футеровка),2000,24,23.5,
100000084412_730E-8_СВп (полная футеровка),100000084412,Самосвал карьерный 730E-8 №29,СВп (полная футеровка),10000,36,23.5,
100000094702_730E-8_EO,100000094702,Мотор-колесо левое WX1709R002,ЕТО,24,"0,3",23.5,
100000094702_730E-8_ТО1-250,100000094702,Мотор-колесо левое WX1709R002,ТО1-250,250,"1,2",23.5,
100000094702_730E-8_ТО2-500,100000094702,Мотор-колесо левое WX1709R002,ТО2-500,500,11,23.5,
100000094702_730E-8_ТО3-1000,100000094702,Мотор-колесо левое WX1709R002,ТО3-1000,1000,12,23.5,
100000094702_730E-8_ТО4-1500,100000094702,Мотор-колесо левое WX1709R002,ТО4-1500,1500,13,23.5,
100000094702_730E-8_ТО5-2000,100000094702,Мотор-колесо левое WX1709R002,ТО5-2000,2000,14,23.5,
100000094702_730E-8_ТО6-2500,100000094702,Мотор-колесо левое WX1709R002,ТО6-2500,2500,19,23.5,
100000094702_730E-8_ТО7-4000,100000094702,Мотор-колесо левое WX1709R002,ТО7-4000,4000,"19,5",23.5,
100000094702_730E-8_ТО8-5000,100000094702,Мотор-колесо левое WX1709R002,ТО8-5000,5000,20,23.5,
100000094702_730E-8_ТО9-8000,100000094702,Мотор-колесо левое WX1709R002,ТО9-8000,8000,23,23.5,
100000094702_730E-8_ТО10-10000,100000094702,Мотор-колесо левое WX1709R002,ТО10-10000,10000,24,23.5,
100000094702_730E-8_ТР,100000094702,Мотор-колесо левое WX1709R002,ТР,660,50,23.5,
100000094702_730E-8_Кдвс (Замена),100000094702,Мотор-колесо левое WX1709R002,Кдвс (Замена),22000,168,23.5,
100000094702_730E-8_Кген(Замена),100000094702,Мотор-колесо левое WX1709R002,Кген(Замена),19000,120,23.5,
100000094702_730E-8_Кмк (Замена),100000094702,Мотор-колесо левое WX1709R002,Кмк (Замена),22000,96,23.5,
100000094702_730E-8_ТРмо (Замена),100000094702,Мотор-колесо левое WX1709R002,ТРмо (Замена),16000,24,23.5,
100000094702_730E-8_ТР Подвески,100000094702,Мотор-колесо левое WX1709R002,ТР Подвески,1800,144,23.5,
100000094702_730E-8_СВч (частичная футеровка),100000094702,Мотор-колесо левое WX1709R002,СВч (частичная футеровка),2000,24,23.5,
100000094702_730E-8_СВп (полная футеровка),100000094702,Мотор-колесо левое WX1709R002,СВп (полная футеровка),10000,36,23.5,
100000094704_730E-8_EO,100000094704,Генератор силовой линии EE18010310,ЕТО,24,"0,3",23.5,
100000094704_730E-8_ТО1-250,100000094704,Генератор силовой линии EE18010310,ТО1-250,250,"1,2",23.5,
100000094704_730E-8_ТО2-500,100000094704,Генератор силовой линии EE18010310,ТО2-500,500,11,23.5,
100000094704_730E-8_ТО3-1000,100000094704,Генератор силовой линии EE18010310,ТО3-1000,1000,12,23.5,
100000094704_730E-8_ТО4-1500,100000094704,Генератор силовой линии EE18010310,ТО4-1500,1500,13,23.5,
100000094704_730E-8_ТО5-2000,100000094704,Генератор силовой линии EE18010310,ТО5-2000,2000,14,23.5,
100000094704_730E-8_ТО6-2500,100000094704,Генератор силовой линии EE18010310,ТО6-2500,2500,19,23.5,
100000094704_730E-8_ТО7-4000,100000094704,Генератор силовой линии EE18010310,ТО7-4000,4000,"19,5",23.5,
100000094704_730E-8_ТО8-5000,100000094704,Генератор силовой линии EE18010310,ТО8-5000,5000,20,23.5,
100000094704_730E-8_ТО9-8000,100000094704,Генератор силовой линии EE18010310,ТО9-8000,8000,23,23.5,
100000094704_730E-8_ТО10-10000,100000094704,Генератор силовой линии EE18010310,ТО10-10000,10000,24,23.5,
100000094704_730E-8_ТР,100000094704,Генератор силовой линии EE18010310,ТР,660,50,23.5,
100000094704_730E-8_Кдвс (Замена),100000094704,Генератор силовой линии EE18010310,Кдвс (Замена),22000,168,23.5,
100000094704_730E-8_Кген(Замена),100000094704,Генератор силовой линии EE18010310,Кген(Замена),19000,120,23.5,
100000094704_730E-8_Кмк (Замена),100000094704,Генератор силовой линии EE18010310,Кмк (Замена),22000,96,23.5,
100000094704_730E-8_ТРмо (Замена),100000094704,Генератор силовой линии EE18010310,ТРмо (Замена),16000,24,23.5,
100000094704_730E-8_ТР Подвески,100000094704,Генератор силовой линии EE18010310,ТР Подвески,1800,144,23.5,
100000094704_730E-8_СВч (частичная футеровка),100000094704,Генератор силовой линии EE18010310,СВч (частичная футеровка),2000,24,23.5,
100000094704_730E-8_СВп (полная футеровка),100000094704,Генератор силовой линии EE18010310,СВп (полная футеровка),10000,36,23.5,
100000084384_HD1500-7_EO,100000084384,Самосвал карьерный HD1500-7 №1,ЕТО,24,"0,3",23.5,
100000084384_HD1500-7_TO1,100000084384,Самосвал карьерный HD1500-7 №1,ТО1-250,250,1,23.5,
100000084384_HD1500-7_TO-2,100000084384,Самосвал карьерный HD1500-7 №1,ТО2-500,500,"9,8",23.5,
100000084384_HD1500-7_TO-3,100000084384,Самосвал карьерный HD1500-7 №1,ТО3-1000,1000,12,23.5,
100000084384_HD1500-7_TO-4,100000084384,Самосвал карьерный HD1500-7 №1,ТО4-2000,2000,16,23.5,
100000084384_HD1500-7_TO-5,100000084384,Самосвал карьерный HD1500-7 №1,ТО5-5000,5000,24,23.5,
100000084384_HD1500-7_TR,100000084384,Самосвал карьерный HD1500-7 №1,ТР,660,60,23.5,
100000084384_HD1500-7_OVERHAUL_ENG,100000084384,Самосвал карьерный HD1500-7 №1,Кдвс (Замена),24000,168,23.5,
100000084384_HD1500-7_OVERHAUL_TRANS,100000084384,Самосвал карьерный HD1500-7 №1,Ккпп (Замена),24000,185,23.5,
100000084384_HD1500-7_OVERHAUL_DIFF,100000084384,Самосвал карьерный HD1500-7 №1,Кгп (Замена),24000,"87,2",23.5,
100000084384_HD1500-7_OVERHAUL_FD,100000084384,Самосвал карьерный HD1500-7 №1,Кбп,20000,168,23.5,
100000084384_HD1500-7_REPAIR_HS,100000084384,Самосвал карьерный HD1500-7 №1,ТР ГС,15000,50,23.5,
100000084384_HD1500-7_REPAIR_DPF,100000084384,Самосвал карьерный HD1500-7 №1,ТР Демпфер,5000,24,23.5,
100000084384_HD1500-7_REPAIR_SUSP,100000084384,Самосвал карьерный HD1500-7 №1,ТР Подвески,18000,120,23.5,
100000084384_HD1500-7_LINING_PART,100000084384,Самосвал карьерный HD1500-7 №1,СВч (частичная футеровка),2000,24,23.5,
100000084384_HD1500-7_LINING_FULL,100000084384,Самосвал карьерный HD1500-7 №1,СВп (полная футеровка),10000,36,23.5,
100000084385_HD1500-7_EO,100000084385,Самосвал карьерный HD1500-7 №2,ЕТО,24,"0,3",23.5,
100000084385_HD1500-7_TO1,100000084385,Самосвал карьерный HD1500-7 №2,ТО1-250,250,1,23.5,
100000084385_HD1500-7_TO-2,100000084385,Самосвал карьерный HD1500-7 №2,ТО2-500,500,"9,8",23.5,
100000084385_HD1500-7_TO-3,100000084385,Самосвал карьерный HD1500-7 №2,ТО3-1000,1000,12,23.5,
100000084385_HD1500-7_TO-4,100000084385,Самосвал карьерный HD1500-7 №2,ТО4-2000,2000,16,23.5,
100000084385_HD1500-7_TO-5,100000084385,Самосвал карьерный HD1500-7 №2,ТО5-5000,5000,24,23.5,
100000084385_HD1500-7_TR,100000084385,Самосвал карьерный HD1500-7 №2,ТР,660,60,23.5,
100000084385_HD1500-7_OVERHAUL_ENG,100000084385,Самосвал карьерный HD1500-7 №2,Кдвс (Замена),24000,168,23.5,
100000084385_HD1500-7_OVERHAUL_TRANS,100000084385,Самосвал карьерный HD1500-7 №2,Ккпп (Замена),24000,185,23.5,
100000084385_HD1500-7_OVERHAUL_DIFF,100000084385,Самосвал карьерный HD1500-7 №2,Кгп (Замена),24000,"87,2",23.5,
100000084385_HD1500-7_OVERHAUL_FD,100000084385,Самосвал карьерный HD1500-7 №2,Кбп,20000,168,23.5,
100000084385_HD1500-7_REPAIR_HS,100000084385,Самосвал карьерный HD1500-7 №2,ТР ГС,15000,50,23.5,
100000084385_HD1500-7_REPAIR_DPF,100000084385,Самосвал карьерный HD1500-7 №2,ТР Демпфер,5000,24,23.5,
100000084385_HD1500-7_REPAIR_SUSP,100000084385,Самосвал карьерный HD1500-7 №2,ТР Подвески,18000,120,23.5,
100000084385_HD1500-7_LINING_PART,100000084385,Самосвал карьерный HD1500-7 №2,СВч (частичная футеровка),2000,24,23.5,
